date	rmse
2024-04-01 04:00:00	16.285652725801366
2024-04-01 05:00:00	11.529675546939142
2024-04-01 06:00:00	9.359940177427358
2024-04-01 07:00:00	6.264950877577274
2024-04-01 08:00:00	5.711638210024798
2024-04-01 09:00:00	4.084528566404248
2024-04-01 10:00:00	1.4387116442282077
2024-04-01 11:00:00	nan
2024-04-01 12:00:00	18.962860148583793
2024-04-01 13:00:00	nan
2024-04-01 14:00:00	nan
2024-04-01 15:00:00	nan
