date	lead_time	member	rmse
2022-05-01 00:00:00	10	ens_5	0.8143969726562548
2022-05-01 00:00:00	10	ens_6	0.7243969726562786
2022-05-01 00:00:00	10	ens_7	1.324396972656246
2022-05-01 00:00:00	10	ens_8	0.4843969726562698
2022-05-01 00:00:00	10	ens_9	0.42439697265626736
2022-05-01 00:00:00	11	ens_0	0.42803100585939485
2022-05-01 00:00:00	11	ens_1	0.8480310058593556
2022-05-01 00:00:00	11	ens_2	0.2680310058593701
2022-05-01 00:00:00	11	ens_3	0.528031005859362
2022-05-01 00:00:00	11	ens_4	0.43803100585938576
2022-05-01 00:00:00	11	ens_5	0.49803100585938787
2022-05-01 00:00:00	11	ens_6	0.5680310058593812
2022-05-01 00:00:00	11	ens_7	1.1680310058594026
2022-05-01 00:00:00	11	ens_8	0.08803100585936367
2022-05-01 00:00:00	11	ens_9	0.31803100585938116
2022-05-01 00:00:00	12	ens_0	0.2538708496093701
2022-05-01 00:00:00	12	ens_1	0.5738708496093643
2022-05-01 00:00:00	12	ens_2	0.2338708496093891
2022-05-01 00:00:00	12	ens_3	0.3538708496093926
2022-05-01 00:00:00	12	ens_4	0.4938708496093792
2022-05-01 00:00:00	12	ens_5	0.4638708496094069
2022-05-01 00:00:00	12	ens_6	0.4638708496094069
2022-05-01 00:00:00	12	ens_7	1.083870849609355
2022-05-01 00:00:00	12	ens_8	0.056129150390631787
2022-05-01 00:00:00	12	ens_9	0.30387084960938177
2022-05-01 00:00:00	13	ens_0	0.15880615234374307
2022-05-01 00:00:00	13	ens_1	0.3688061523437803
2022-05-01 00:00:00	13	ens_2	0.08880615234375
2022-05-01 00:00:00	13	ens_3	0.29880615234373004
2022-05-01 00:00:00	13	ens_4	0.5388061523437379
2022-05-01 00:00:00	13	ens_5	0.38880615234376215
2022-05-01 00:00:00	13	ens_6	0.35880615234373203
2022-05-01 00:00:00	13	ens_7	0.9488061523437646
2022-05-01 00:00:00	13	ens_8	0.1411938476562684
2022-05-01 00:00:00	13	ens_9	0.17880615234378153
2022-05-01 00:00:00	14	ens_0	0.12277343750002939
2022-05-01 00:00:00	14	ens_1	0.3427734375
2022-05-01 00:00:00	14	ens_2	0.037226562499995376
2022-05-01 00:00:00	14	ens_3	0.3027734374999793
2022-05-01 00:00:00	14	ens_4	0.6827734375000306
2022-05-01 00:00:00	14	ens_5	0.2827734374999972
2022-05-01 00:00:00	14	ens_6	0.26277343750001586
2022-05-01 00:00:00	14	ens_7	0.8527734374999908
2022-05-01 00:00:00	14	ens_8	0.06722656249996825
2022-05-01 00:00:00	14	ens_9	0.19277343750002254
2022-05-01 00:00:00	15	ens_0	0.08509277343750911
2022-05-01 00:00:00	15	ens_1	0.6150927734374816
2022-05-01 00:00:00	15	ens_2	0.1850927734375316
2022-05-01 00:00:00	15	ens_3	0.355092773437491
2022-05-01 00:00:00	15	ens_4	0.895092773437511
2022-05-01 00:00:00	15	ens_5	0.2150927734375044
2022-05-01 00:00:00	15	ens_6	0.16509277343749326
2022-05-01 00:00:00	15	ens_7	0.795092773437488
2022-05-01 00:00:00	15	ens_8	0.03490722656249538
2022-05-01 00:00:00	15	ens_9	0.37509277343752956
2022-05-01 00:00:00	16	ens_0	0.26059448242187927
2022-05-01 00:00:00	16	ens_1	0.8105944824218895
2022-05-01 00:00:00	16	ens_2	0.43059448242189596
2022-05-01 00:00:00	16	ens_3	0.47059448242185936
2022-05-01 00:00:00	16	ens_4	0.9605944824218682
2022-05-01 00:00:00	16	ens_5	0.27059448242187073
2022-05-01 00:00:00	16	ens_6	0.22059448242185914
2022-05-01 00:00:00	16	ens_7	0.7805944824218629
2022-05-01 00:00:00	16	ens_8	0.13059448242188426
2022-05-01 00:00:00	16	ens_9	0.5205944824218698
2022-05-01 00:00:00	17	ens_0	0.41186645507815395
2022-05-01 00:00:00	17	ens_1	0.8018664550781418
2022-05-01 00:00:00	17	ens_2	0.5718664550781218
2022-05-01 00:00:00	17	ens_3	0.5118664550781209
2022-05-01 00:00:00	17	ens_4	0.921866455078145
2022-05-01 00:00:00	17	ens_5	0.5118664550781209
2022-05-01 00:00:00	17	ens_6	0.3418664550781042
2022-05-01 00:00:00	17	ens_7	0.7418664550781391
2022-05-01 00:00:00	17	ens_8	0.19186645507812758
2022-05-01 00:00:00	17	ens_9	0.4518664550781184
2022-05-01 00:00:00	18	ens_0	0.5860778808593644
2022-05-01 00:00:00	18	ens_1	0.8360778808593647
2022-05-01 00:00:00	18	ens_2	0.51607788085937
2022-05-01 00:00:00	18	ens_3	0.6560778808593573
2022-05-01 00:00:00	18	ens_4	0.8560778808594011
2022-05-01 00:00:00	18	ens_5	0.6460778808593647
2022-05-01 00:00:00	18	ens_6	0.5860778808593644
2022-05-01 00:00:00	18	ens_7	0.8260778808593734
2022-05-01 00:00:00	18	ens_8	0.3260778808593731
2022-05-01 00:00:00	18	ens_9	0.35607788085940284
2022-05-01 00:00:00	19	ens_0	0.7169934082031084
2022-05-01 00:00:00	19	ens_1	0.8269934082031232
2022-05-01 00:00:00	19	ens_2	0.4969934082031381
2022-05-01 00:00:00	19	ens_3	0.7269934082031564
2022-05-01 00:00:00	19	ens_4	0.8069934082031419
2022-05-01 00:00:00	19	ens_5	0.6169934082031431
2022-05-01 00:00:00	19	ens_6	0.6769934082031462
2022-05-01 00:00:00	19	ens_7	0.8656457519531403
2022-05-01 00:00:00	19	ens_8	0.5469934082031509
2022-05-01 00:00:00	19	ens_9	0.2969934082031498
2022-05-01 00:00:00	20	ens_0	0.8440930175781306
2022-05-01 00:00:00	20	ens_1	0.8340930175781418
2022-05-01 00:00:00	20	ens_2	0.5040930175781568
2022-05-01 00:00:00	20	ens_3	0.7140930175781356
2022-05-01 00:00:00	20	ens_4	0.7940930175781198
2022-05-01 00:00:00	20	ens_5	0.6440930175781431
2022-05-01 00:00:00	20	ens_6	0.6840930175781061
2022-05-01 00:00:00	20	ens_7	0.9940930175781099
2022-05-01 00:00:00	20	ens_8	0.664093017578125
2022-05-01 00:00:00	20	ens_9	0.24409301757810936
2022-05-01 00:00:00	21	ens_0	0.904782714843748
2022-05-01 00:00:00	21	ens_1	0.7947827148437326
2022-05-01 00:00:00	21	ens_2	0.4747827148437414
2022-05-01 00:00:00	21	ens_3	0.754782714843771
2022-05-01 00:00:00	21	ens_4	0.7947827148437326
2022-05-01 00:00:00	21	ens_5	0.6447827148437569
2022-05-01 00:00:00	21	ens_6	0.6647827148437377
2022-05-01 00:00:00	21	ens_7	1.0747827148437652
2022-05-01 00:00:00	21	ens_8	0.7747827148437536
2022-05-01 00:00:00	21	ens_9	0.23478271484373175
2022-05-01 00:00:00	22	ens_0	0.8280822753906122
2022-05-01 00:00:00	22	ens_1	0.9480822753906171
2022-05-01 00:00:00	22	ens_2	0.5880822753906042
2022-05-01 00:00:00	22	ens_3	0.8580822753906426
2022-05-01 00:00:00	22	ens_4	0.7880822753906493
2022-05-01 00:00:00	22	ens_5	0.7580822753906211
2022-05-01 00:00:00	22	ens_6	0.6880822753906266
2022-05-01 00:00:00	22	ens_7	1.068082275390621
2022-05-01 00:00:00	22	ens_8	0.7980822753906398
2022-05-01 00:00:00	22	ens_9	0.29808227539064147
2022-05-01 00:00:00	23	ens_0	0.6057543945312318
2022-05-01 00:00:00	23	ens_1	0.7657543945312557
2022-05-01 00:00:00	23	ens_2	0.555754394531278
2022-05-01 00:00:00	23	ens_3	0.7657543945312557
2022-05-01 00:00:00	23	ens_4	0.6457543945312508
2022-05-01 00:00:00	23	ens_5	0.7157543945312443
2022-05-01 00:00:00	23	ens_6	0.525754394531248
2022-05-01 00:00:00	23	ens_7	0.9357543945312726
2022-05-01 00:00:00	23	ens_8	0.6557543945312432
2022-05-01 00:00:00	23	ens_9	0.2957543945312298
2022-05-01 00:00:00	24	ens_0	0.5617016601562442
2022-05-01 00:00:00	24	ens_1	0.7417016601562527
2022-05-01 00:00:00	24	ens_2	0.6417016601562289
2022-05-01 00:00:00	24	ens_3	0.8517016601562676
2022-05-01 00:00:00	24	ens_4	0.6417016601562289
2022-05-01 00:00:00	24	ens_5	0.7417016601562527
2022-05-01 00:00:00	24	ens_6	0.471701660156271
2022-05-01 00:00:00	24	ens_7	0.8017016601562558
2022-05-01 00:00:00	24	ens_8	0.6117016601562579
2022-05-01 00:00:00	24	ens_9	0.3517016601562652
2022-05-01 00:00:00	25	ens_0	0.5223828124999838
2022-05-01 00:00:00	25	ens_1	0.7323828125000201
2022-05-01 00:00:00	25	ens_2	0.6923828125
2022-05-01 00:00:00	25	ens_3	0.9723828125000282
2022-05-01 00:00:00	25	ens_4	0.6723828125000192
2022-05-01 00:00:00	25	ens_5	0.6623828125000273
2022-05-01 00:00:00	25	ens_6	0.48238281250002085
2022-05-01 00:00:00	25	ens_7	0.6523828124999791
2022-05-01 00:00:00	25	ens_8	0.6523828124999791
2022-05-01 00:00:00	25	ens_9	0.28238281250003133
2022-05-01 00:00:00	26	ens_0	0.52593994140625
2022-05-01 00:00:00	26	ens_1	0.7559399414062675
2022-05-01 00:00:00	26	ens_2	0.705939941406258
2022-05-01 00:00:00	26	ens_3	0.9759399414062375
2022-05-01 00:00:00	26	ens_4	0.855939941406235
2022-05-01 00:00:00	26	ens_5	0.6759399414062843
2022-05-01 00:00:00	26	ens_6	0.5759399414062625
2022-05-01 00:00:00	26	ens_7	0.6059399414062349
2022-05-01 00:00:00	26	ens_8	0.6259399414062723
2022-05-01 00:00:00	26	ens_9	0.4159399414062371
2022-05-01 00:00:00	27	ens_0	0.61983398437502
2022-05-01 00:00:00	27	ens_1	0.8498339843749837
2022-05-01 00:00:00	27	ens_2	0.7998339843750273
2022-05-01 00:00:00	27	ens_3	1.0298339843749895
2022-05-01 00:00:00	27	ens_4	1.0398339843749784
2022-05-01 00:00:00	27	ens_5	0.6798339843750238
2022-05-01 00:00:00	27	ens_6	0.6298339843750105
2022-05-01 00:00:00	27	ens_7	0.5998339843749815
2022-05-01 00:00:00	27	ens_8	0.6898339843750131
2022-05-01 00:00:00	27	ens_9	0.5098339843750064
2022-05-01 00:00:00	28	ens_0	0.7635351562499874
2022-05-01 00:00:00	28	ens_1	1.0135351562499852
2022-05-01 00:00:00	28	ens_2	0.8135351562499971
2022-05-01 00:00:00	28	ens_3	1.1835351562500016
2022-05-01 00:00:00	28	ens_4	1.1335351562499922
2022-05-01 00:00:00	28	ens_5	0.8435351562500272
2022-05-01 00:00:00	28	ens_6	0.7635351562499874
2022-05-01 00:00:00	28	ens_7	0.7235351562500218
2022-05-01 00:00:00	28	ens_8	0.8035351562500065
2022-05-01 00:00:00	28	ens_9	0.4435351562499936
2022-05-01 00:00:00	29	ens_0	0.75791870117189
2022-05-01 00:00:00	29	ens_1	0.9879187011719056
2022-05-01 00:00:00	29	ens_2	1.0379187011718622
2022-05-01 00:00:00	29	ens_3	1.1079187011718552
2022-05-01 00:00:00	29	ens_4	1.0779187011718805
2022-05-01 00:00:00	29	ens_5	0.9079187011718661
2022-05-01 00:00:00	29	ens_6	0.75791870117189
2022-05-01 00:00:00	29	ens_7	0.7479187011718987
2022-05-01 00:00:00	29	ens_8	0.7879187011718605
2022-05-01 00:00:00	29	ens_9	0.17791870117190464
2022-05-01 00:00:00	30	ens_0	0.8449035644531483
2022-05-01 00:00:00	30	ens_1	1.0749035644531078
2022-05-01 00:00:00	30	ens_2	1.1949035644531143
2022-05-01 00:00:00	30	ens_3	1.134903564453112
2022-05-01 00:00:00	30	ens_4	1.094903564453149
2022-05-01 00:00:00	30	ens_5	1.0649035644531168
2022-05-01 00:00:00	30	ens_6	0.8949035644531587
2022-05-01 00:00:00	30	ens_7	0.8749035644531197
2022-05-01 00:00:00	30	ens_8	0.8549035644531372
2022-05-01 00:00:00	30	ens_9	0.4449035644531133
2022-05-01 00:00:00	31	ens_0	0.795534667968751
2022-05-01 00:00:00	31	ens_1	1.0755346679687816
2022-05-01 00:00:00	31	ens_2	1.1955346679687284
2022-05-01 00:00:00	31	ens_3	1.1255346679687372
2022-05-01 00:00:00	31	ens_4	1.205534667968775
2022-05-01 00:00:00	31	ens_5	1.1455346679687746
2022-05-01 00:00:00	31	ens_6	0.9555346679687766
2022-05-01 00:00:00	31	ens_7	1.0055346679687298
2022-05-01 00:00:00	31	ens_8	0.9255346679687485
2022-05-01 00:00:00	31	ens_9	0.5255346679687699
2022-05-01 00:00:00	32	ens_0	0.5916198730469082
2022-05-01 00:00:00	32	ens_1	0.9916198730468878
2022-05-01 00:00:00	32	ens_2	1.0816198730468625
2022-05-01 00:00:00	32	ens_3	1.0216198730468604
2022-05-01 00:00:00	32	ens_4	1.2616198730468693
2022-05-01 00:00:00	32	ens_5	1.0416198730468977
2022-05-01 00:00:00	32	ens_6	0.9516198730468659
2022-05-01 00:00:00	32	ens_7	1.0616198730468787
2022-05-01 00:00:00	32	ens_8	0.8416198730469101
2022-05-01 00:00:00	32	ens_9	0.5916198730469082
2022-05-01 00:00:00	33	ens_0	0.4736840820312417
2022-05-01 00:00:00	33	ens_1	0.9536840820312584
2022-05-01 00:00:00	33	ens_2	0.973684082031241
2022-05-01 00:00:00	33	ens_3	0.973684082031241
2022-05-01 00:00:00	33	ens_4	1.373684082031274
2022-05-01 00:00:00	33	ens_5	1.073684082031264
2022-05-01 00:00:00	33	ens_6	0.993684082031279
2022-05-01 00:00:00	33	ens_7	1.1036840820312346
2022-05-01 00:00:00	33	ens_8	0.8136840820312736
2022-05-01 00:00:00	33	ens_9	0.7236840820312401
2022-05-01 00:00:00	34	ens_0	0.46370483398436596
2022-05-01 00:00:00	34	ens_1	0.9737048339843546
2022-05-01 00:00:00	34	ens_2	0.7737048339843676
2022-05-01 00:00:00	34	ens_3	0.9437048339843841
2022-05-01 00:00:00	34	ens_4	1.3137048339843889
2022-05-01 00:00:00	34	ens_5	1.0737048339843789
2022-05-01 00:00:00	34	ens_6	0.9037048339843641
2022-05-01 00:00:00	34	ens_7	1.32370483398438
2022-05-01 00:00:00	34	ens_8	0.8737048339843903
2022-05-01 00:00:00	34	ens_9	0.7437048339843957
2022-05-01 00:00:00	35	ens_0	0.4850073242187701
2022-05-01 00:00:00	35	ens_1	1.0250073242187356
2022-05-01 00:00:00	35	ens_2	0.6550073242187283
2022-05-01 00:00:00	35	ens_3	0.9850073242187707
2022-05-01 00:00:00	35	ens_4	1.295007324218773
2022-05-01 00:00:00	35	ens_5	1.095007324218786
2022-05-01 00:00:00	35	ens_6	0.8450073242187834
2022-05-01 00:00:00	35	ens_7	1.4650073242187338
2022-05-01 00:00:00	35	ens_8	0.9550073242187416
2022-05-01 00:00:00	35	ens_9	0.8250073242187473
2022-05-01 00:00:00	36	ens_0	0.5212939453124938
2022-05-01 00:00:00	36	ens_1	1.0912939453124875
2022-05-01 00:00:00	36	ens_2	0.5212939453124938
2022-05-01 00:00:00	36	ens_3	1.051293945312524
2022-05-01 00:00:00	36	ens_4	1.2712939453124947
2022-05-01 00:00:00	36	ens_5	1.1212939453125157
2022-05-01 00:00:00	36	ens_6	0.7812939453124847
2022-05-01 00:00:00	36	ens_7	1.711293945312488
2022-05-01 00:00:00	36	ens_8	1.0312939453124852
2022-05-01 00:00:00	36	ens_9	0.9212939453125268
