model	fcst_var	fcst_lead	fcst_thresh	interp_pnts	fss
NAMnest_mem000	REFC	000000	>=20	9	0.454116
NAMnest_mem000	REFC	010000	>=20	9	0.42517516129032257
NAMnest_mem000	REFC	020000	>=20	9	0.4075751612903226
NAMnest_mem000	REFC	030000	>=20	9	0.3905990322580645
NAMnest_mem000	REFC	040000	>=20	9	0.37793
NAMnest_mem000	REFC	050000	>=20	9	0.365991935483871
NAMnest_mem000	REFC	060000	>=20	9	0.3697632258064516
NAMnest_mem000	REFC	070000	>=20	9	0.36947161290322583
NAMnest_mem000	REFC	080000	>=20	9	0.36890838709677415
NAMnest_mem000	REFC	090000	>=20	9	0.36379451612903224
NAMnest_mem000	REFC	100000	>=20	9	0.3577106451612903
NAMnest_mem000	REFC	110000	>=20	9	0.3488419677419355
NAMnest_mem000	REFC	120000	>=20	9	0.3435663225806452
NAMnest_mem000	REFC	130000	>=20	9	0.3366289677419355
NAMnest_mem000	REFC	140000	>=20	9	0.3309901290322581
NAMnest_mem000	REFC	150000	>=20	9	0.3231490967741935
NAMnest_mem000	REFC	160000	>=20	9	0.31777145161290327
NAMnest_mem000	REFC	170000	>=20	9	0.30671358064516124
NAMnest_mem000	REFC	180000	>=20	9	0.2935479032258065
NAMnest_mem000	REFC	190000	>=20	9	0.28507129032258066
NAMnest_mem000	REFC	200000	>=20	9	0.2800103225806452
NAMnest_mem000	REFC	210000	>=20	9	0.27941548387096776
NAMnest_mem000	REFC	220000	>=20	9	0.2745667741935484
NAMnest_mem000	REFC	230000	>=20	9	0.27155612903225806
NAMnest_mem000	REFC	240000	>=20	9	0.27141709677419357
NAMnest_mem000	REFC	250000	>=20	9	0.27471225806451616
NAMnest_mem000	REFC	260000	>=20	9	0.2765441935483871
NAMnest_mem000	REFC	270000	>=20	9	0.27894451612903226
NAMnest_mem000	REFC	280000	>=20	9	0.2784558064516129
NAMnest_mem000	REFC	290000	>=20	9	0.28058483870967743
NAMnest_mem000	REFC	300000	>=20	9	0.28359625806451616
NAMnest_mem000	REFC	310000	>=20	9	0.2746084516129032
NAMnest_mem000	REFC	320000	>=20	9	0.26331238709677424
NAMnest_mem000	REFC	330000	>=20	9	0.25657032258064516
NAMnest_mem000	REFC	340000	>=20	9	0.24919348387096776
NAMnest_mem000	REFC	350000	>=20	9	0.23866929032258066
NAMnest_mem000	REFC	360000	>=20	9	0.24018987096774194
NAMnest_mem000	REFC	370000	>=20	9	0.23964370967741935
NAMnest_mem000	REFC	380000	>=20	9	0.23627503225806454
NAMnest_mem000	REFC	390000	>=20	9	0.23330829032258063
NAMnest_mem000	REFC	400000	>=20	9	0.22642606451612904
NAMnest_mem000	REFC	410000	>=20	9	0.21850751612903227
NAMnest_mem000	REFC	420000	>=20	9	0.2153918387096774
NAMnest_mem000	REFC	430000	>=20	9	0.21678545161290322
NAMnest_mem000	REFC	440000	>=20	9	0.21768709677419357
NAMnest_mem000	REFC	450000	>=20	9	0.2230709677419355
NAMnest_mem000	REFC	460000	>=20	9	0.21720567741935484
NAMnest_mem000	REFC	470000	>=20	9	0.22025067741935483
NAMnest_mem000	REFC	480000	>=20	9	0.22361406451612903
NAMnest_mem000	REFC	490000	>=20	9	0.21983603225806453
NAMnest_mem000	REFC	500000	>=20	9	0.22473548387096776
NAMnest_mem000	REFC	510000	>=20	9	0.22506548387096775
NAMnest_mem000	REFC	520000	>=20	9	0.2247941935483871
NAMnest_mem000	REFC	530000	>=20	9	0.22700490322580644
NAMnest_mem000	REFC	540000	>=20	9	0.2307008064516129
NAMnest_mem000	REFC	550000	>=20	9	0.22564287096774194
NAMnest_mem000	REFC	560000	>=20	9	0.22260887096774193
NAMnest_mem000	REFC	570000	>=20	9	0.22090748387096773
NAMnest_mem000	REFC	580000	>=20	9	0.21527087096774192
NAMnest_mem000	REFC	590000	>=20	9	0.2079506451612903
NAMnest_mem000	REFC	600000	>=20	9	0.20372825806451614
