date	model	fcst_var	fcst_lead	vx_mask	fcst_thresh	interp_pnts	fss
2024-05-01 13:00:00	NAMnest_mem000	REFC	130000	CONUS	>=40	25	0.011856
2024-05-01 13:00:00	NAMnest_mem000	REFC	130000	CONUS	>=30	25	0.29319
2024-05-01 13:00:00	NAMnest_mem000	REFC	130000	CONUS	>=20	25	0.3019
2024-05-01 13:00:00	NAMnest_mem000	REFC	130000	CONUS	>=50	9	0.0
2024-05-01 13:00:00	NAMnest_mem000	REFC	130000	CONUS	>=20	9	0.27685
2024-05-01 13:00:00	NAMnest_mem000	REFC	130000	CONUS	>=40	9	0.0092519
2024-05-01 13:00:00	NAMnest_mem000	REFC	130000	CONUS	>=30	9	0.25931
2024-05-01 13:00:00	NAMnest_mem000	REFC	130000	CONUS	>=30	81	0.34926
2024-05-01 14:00:00	NAMnest_mem000	REFC	140000	CONUS	>=20	361	0.37348
2024-05-01 14:00:00	NAMnest_mem000	REFC	140000	CONUS	>=30	361	0.33258
2024-05-01 14:00:00	NAMnest_mem000	REFC	140000	CONUS	>=40	361	0.032443
2024-05-01 14:00:00	NAMnest_mem000	REFC	140000	CONUS	>=50	729	0.00043057
2024-05-01 14:00:00	NAMnest_mem000	REFC	140000	CONUS	>=20	729	0.40521
2024-05-01 14:00:00	NAMnest_mem000	REFC	140000	CONUS	>=30	729	0.36154
2024-05-01 14:00:00	NAMnest_mem000	REFC	140000	CONUS	>=40	729	0.039441
2024-05-01 14:00:00	NAMnest_mem000	REFC	140000	CONUS	>=50	81	0.0
2024-05-01 14:00:00	NAMnest_mem000	REFC	140000	CONUS	>=50	361	0.00049094
2024-05-01 14:00:00	NAMnest_mem000	REFC	140000	CONUS	>=40	81	0.018859
2024-05-01 14:00:00	NAMnest_mem000	REFC	140000	CONUS	>=40	25	0.012752
2024-05-01 14:00:00	NAMnest_mem000	REFC	140000	CONUS	>=20	81	0.3158
2024-05-01 14:00:00	NAMnest_mem000	REFC	140000	CONUS	>=50	25	0.0
2024-05-01 14:00:00	NAMnest_mem000	REFC	140000	CONUS	>=30	25	0.22976
2024-05-01 14:00:00	NAMnest_mem000	REFC	140000	CONUS	>=20	25	0.27926
2024-05-01 14:00:00	NAMnest_mem000	REFC	140000	CONUS	>=50	9	0.0
2024-05-01 14:00:00	NAMnest_mem000	REFC	140000	CONUS	>=40	9	0.0096788
2024-05-01 14:00:00	NAMnest_mem000	REFC	140000	CONUS	>=30	9	0.2035
2024-05-01 14:00:00	NAMnest_mem000	REFC	140000	CONUS	>=20	9	0.2566
2024-05-01 14:00:00	NAMnest_mem000	REFC	140000	CONUS	>=30	81	0.27197
2024-05-01 15:00:00	NAMnest_mem000	REFC	150000	CONUS	>=30	361	0.19322
2024-05-01 15:00:00	NAMnest_mem000	REFC	150000	CONUS	>=40	361	0.03068
