model	fcst_var	fcst_lead	fcst_thresh	interp_pnts	fss
NAMnest_mem000	REFC	000000	>=30	729	0.558528064516129
NAMnest_mem000	REFC	010000	>=30	729	0.540455806451613
NAMnest_mem000	REFC	020000	>=30	729	0.4871438709677419
NAMnest_mem000	REFC	030000	>=30	729	0.4559509677419355
NAMnest_mem000	REFC	040000	>=30	729	0.4242416129032258
NAMnest_mem000	REFC	050000	>=30	729	0.4024283870967742
NAMnest_mem000	REFC	060000	>=30	729	0.40788690322580645
NAMnest_mem000	REFC	070000	>=30	729	0.3994154193548387
NAMnest_mem000	REFC	080000	>=30	729	0.3850624193548387
NAMnest_mem000	REFC	090000	>=30	729	0.38316629032258065
NAMnest_mem000	REFC	100000	>=30	729	0.3835655161290322
NAMnest_mem000	REFC	110000	>=30	729	0.38405083870967743
NAMnest_mem000	REFC	120000	>=30	729	0.3814615161290323
NAMnest_mem000	REFC	130000	>=30	729	0.3669954193548387
NAMnest_mem000	REFC	140000	>=30	729	0.36339496774193547
NAMnest_mem000	REFC	150000	>=30	729	0.35038509677419355
NAMnest_mem000	REFC	160000	>=30	729	0.34583470967741936
NAMnest_mem000	REFC	170000	>=30	729	0.34020158064516126
NAMnest_mem000	REFC	180000	>=30	729	0.34655167741935483
NAMnest_mem000	REFC	190000	>=30	729	0.3455416129032258
NAMnest_mem000	REFC	200000	>=30	729	0.3355196774193548
NAMnest_mem000	REFC	210000	>=30	729	0.3315390322580645
NAMnest_mem000	REFC	220000	>=30	729	0.33562741935483875
NAMnest_mem000	REFC	230000	>=30	729	0.32293999999999995
NAMnest_mem000	REFC	240000	>=30	729	0.3128958064516129
NAMnest_mem000	REFC	250000	>=30	729	0.3057758064516129
NAMnest_mem000	REFC	260000	>=30	729	0.2971141935483871
NAMnest_mem000	REFC	270000	>=30	729	0.28905290322580646
NAMnest_mem000	REFC	280000	>=30	729	0.281502
NAMnest_mem000	REFC	290000	>=30	729	0.27551348387096775
NAMnest_mem000	REFC	300000	>=30	729	0.26360064516129034
NAMnest_mem000	REFC	310000	>=30	729	0.25484106451612903
NAMnest_mem000	REFC	320000	>=30	729	0.24516825806451611
NAMnest_mem000	REFC	330000	>=30	729	0.2374728064516129
NAMnest_mem000	REFC	340000	>=30	729	0.22518354838709678
NAMnest_mem000	REFC	350000	>=30	729	0.2061688064516129
NAMnest_mem000	REFC	360000	>=30	729	0.20177141935483872
NAMnest_mem000	REFC	370000	>=30	729	0.20775893548387098
NAMnest_mem000	REFC	380000	>=30	729	0.20780291612903226
NAMnest_mem000	REFC	390000	>=30	729	0.20266245161290325
NAMnest_mem000	REFC	400000	>=30	729	0.19714992258064515
NAMnest_mem000	REFC	410000	>=30	729	0.19150987096774194
NAMnest_mem000	REFC	420000	>=30	729	0.19716790322580646
NAMnest_mem000	REFC	430000	>=30	729	0.21166287096774195
NAMnest_mem000	REFC	440000	>=30	729	0.22079909677419354
NAMnest_mem000	REFC	450000	>=30	729	0.22916206451612903
NAMnest_mem000	REFC	460000	>=30	729	0.2254783870967742
NAMnest_mem000	REFC	470000	>=30	729	0.21803961290322582
NAMnest_mem000	REFC	480000	>=30	729	0.2209338064516129
NAMnest_mem000	REFC	490000	>=30	729	0.21926332258064518
NAMnest_mem000	REFC	500000	>=30	729	0.2178881612903226
NAMnest_mem000	REFC	510000	>=30	729	0.22274967741935484
NAMnest_mem000	REFC	520000	>=30	729	0.20835145161290322
NAMnest_mem000	REFC	530000	>=30	729	0.2036154193548387
NAMnest_mem000	REFC	540000	>=30	729	0.2133193870967742
NAMnest_mem000	REFC	550000	>=30	729	0.2110637741935484
NAMnest_mem000	REFC	560000	>=30	729	0.20923596774193545
NAMnest_mem000	REFC	570000	>=30	729	0.19901522580645162
NAMnest_mem000	REFC	580000	>=30	729	0.19245764516129032
NAMnest_mem000	REFC	590000	>=30	729	0.18907274193548387
NAMnest_mem000	REFC	600000	>=30	729	0.17996622580645164
